ticker,security_name,listing_exchange,market_category,is_etf,is_test_issue,financial_status,cqs_symbol,nasdaq_symbol,is_nextshares
HOFT,Hooker Furnishings Corporation - Common Stock,Q,Q,N,N,N,,HOFT,N
HOG,"Harley-Davidson, Inc. Common Stock",N, ,N,N,,HOG,HOG,N
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,Q,S,N,N,N,,HOLO,N
HOLOW,MicroCloud Hologram Inc. - Warrant,Q,S,N,N,N,,HOLOW,N
HOMB,"Home BancShares, Inc. Common Stock",N, ,N,N,,HOMB,HOMB,N
HON,Honeywell International Inc. - Common Stock,Q,Q,N,N,N,,HON,N
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",Q,Q,N,N,N,,HOOD,N
HOPE,"Hope Bancorp, Inc. - Common Stock",Q,Q,N,N,N,,HOPE,N
HOUR,"Hour Loop, Inc. - common stock",Q,S,N,N,N,,HOUR,N
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock",N, ,N,N,,HOV,HOV,N
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,Q,G,N,N,N,,HOVNP,N
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,Q,S,N,N,N,,HOVR,N
HOVRW,New Horizon Aircraft Ltd. - Warrant,Q,S,N,N,N,,HOVRW,N
HOWL,"Werewolf Therapeutics, Inc. - Common Stock",Q,Q,N,N,D,,HOWL,N
HP,"Helmerich & Payne, Inc. Common Stock",N, ,N,N,,HP,HP,N
HPAI,Helport AI Limited - Ordinary Shares,Q,S,N,N,N,,HPAI,N
HPAIW,Helport AI Limited - Warrants,Q,S,N,N,N,,HPAIW,N
HPE,Hewlett Packard Enterprise Company Common Stock,N, ,N,N,,HPE,HPE,N
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,N, ,N,N,,HPF,HPF,N
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,N, ,N,N,,HPI,HPI,N
HPK,"HighPeak Energy, Inc. - Common Stock",Q,G,N,N,N,,HPK,N
HPP,"Hudson Pacific Properties, Inc. Common Stock",N, ,N,N,,HPP,HPP,N
HPQ,HP Inc. Common Stock,N, ,N,N,,HPQ,HPQ,N
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,N, ,N,N,,HPS,HPS,N
HQ,Horizon Quantum Holdings Ltd. - Class A Ordinary Shares,Q,S,N,N,N,,HQ,N
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,N, ,N,N,,HQH,HQH,N
HQI,"HireQuest, Inc. - Common Stock",Q,S,N,N,N,,HQI,N
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,N, ,N,N,,HQL,HQL,N
HQWWW,Horizon Quantum Holdings Ltd. - Warrant,Q,S,N,N,N,,HQWWW,N
HQY,"HealthEquity, Inc. - Common Stock",Q,Q,N,N,N,,HQY,N
HR,Healthcare Realty Trust Incorporated Common Stock,N, ,N,N,,HR,HR,N
HRB,"H&R Block, Inc. Common Stock",N, ,N,N,,HRB,HRB,N
HRI,Herc Holdings Inc. Common Stock ,N, ,N,N,,HRI,HRI,N
HRL,Hormel Foods Corporation Common Stock,N, ,N,N,,HRL,HRL,N
HRMY,"Harmony Biosciences Holdings, Inc. - Common Stock",Q,G,N,N,N,,HRMY,N
HROW,"Harrow, Inc. - Common Stock",Q,G,N,N,N,,HROW,N
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",N, ,N,N,,HRTG,HRTG,N
HRTX,"Heron Therapeutics, Inc.   - Common Stock",Q,S,N,N,N,,HRTX,N
HRZN,Horizon Technology Finance Corporation - Common Stock,Q,Q,N,N,N,,HRZN,N
HSAI,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",Q,Q,N,N,N,,HSAI,N
HSBC,"HSBC Holdings, plc. Common Stock",N, ,N,N,,HSBC,HSBC,N
HSCS,HeartSciences Inc. - Common Stock,Q,S,N,N,N,,HSCS,N
HSCSW,HeartSciences Inc. - Warrant,Q,S,N,N,N,,HSCSW,N
HSDT,Solana Company - Class A Common Stock,Q,S,N,N,N,,HSDT,N
HSHP,Himalaya Shipping Ltd. Common Shares,N, ,N,N,,HSHP,HSHP,N
HSIC,"Henry Schein, Inc. - Common Stock",Q,Q,N,N,N,,HSIC,N
HSLV,Highlander Silver Corp. Common Shares,A, ,N,N,,HSLV,HSLV,N
HSPT,Horizon Space Acquisition II Corp. - Ordinary share,Q,G,N,N,N,,HSPT,N
HSPTR,Horizon Space Acquisition II Corp. - Right,Q,G,N,N,N,,HSPTR,N
HSPTU,Horizon Space Acquisition II Corp. - Units,Q,G,N,N,N,,HSPTU,N
HST,"Host Hotels & Resorts, Inc. - Common Stock",Q,Q,N,N,N,,HST,N
HSTM,"HealthStream, Inc. - Common Stock",Q,Q,N,N,N,,HSTM,N
HSY,The Hershey Company Common Stock,N, ,N,N,,HSY,HSY,N
HTB,"HomeTrust Bancshares, Inc. Common Stock",N, ,N,N,,HTB,HTB,N
HTCO,High-Trend International Group - Class A Ordinary Shares,Q,S,N,N,N,,HTCO,N
HTCR,"Heartcore Enterprises, Inc. - Common Stock",Q,S,N,N,N,,HTCR,N
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,N, ,N,N,,HTD,HTD,N
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,N, ,N,N,,HTFC,HTFC,N
HTFL,"Heartflow, Inc. - Common Stock",Q,Q,N,N,N,,HTFL,N
HTGC,"Hercules Capital, Inc. Common Stock",N, ,N,N,,HTGC,HTGC,N
HTH,Hilltop Holdings Inc.,N, ,N,N,,HTH,HTH,N
HTHT,H World Group Limited - American Depositary Shares,Q,Q,N,N,N,,HTHT,N
HTLD,"Heartland Express, Inc. - Common Stock",Q,Q,N,N,N,,HTLD,N
HTLM,HomesToLife Ltd - Ordinary Shares,Q,S,N,N,N,,HTLM,N
HTO,H2O America  - Common Stock,Q,Q,N,N,N,,HTO,N
HTOO,Fusion Fuel Green PLC - Ordinary Shares,Q,S,N,N,N,,HTOO,N
HTT,"High Templar Tech Limited American depositary shares, each representing one Class A ordinary share",N, ,N,N,,HTT,HTT,N
HTZ,"Hertz Global Holdings, Inc - Common Stock",Q,Q,N,N,N,,HTZ,N
HTZWW,"Hertz Global Holdings, Inc - Warrant",Q,Q,N,N,N,,HTZWW,N
HUBB,Hubbell Inc Common Stock,N, ,N,N,,HUBB,HUBB,N
HUBC,Hub Cyber Security Ltd. - Ordinary Shares,Q,S,N,N,H,,HUBC,N
HUBCW,Hub Cyber Security Ltd. - Warrant expiring 2/27/28,Q,S,N,N,H,,HUBCW,N
HUBCZ,Hub Cyber Security Ltd. - Warrant,Q,S,N,N,H,,HUBCZ,N
HUBG,"Hub Group, Inc. - Class A Common Stock",Q,Q,N,N,E,,HUBG,N
HUBS,"HubSpot, Inc. Common Stock",N, ,N,N,,HUBS,HUBS,N
HUDI,"Huadi International Group Co., Ltd. - Ordinary Shares",Q,S,N,N,N,,HUDI,N
HUHU,HUHUTECH International Group Inc. - Ordinary Shares,Q,S,N,N,N,,HUHU,N
HUIZ,Huize Holding Limited - American Depositary Shares,Q,G,N,N,N,,HUIZ,N
HUM,Humana Inc. Common Stock,N, ,N,N,,HUM,HUM,N
HUMA,"Humacyte, Inc. - Common Stock",Q,Q,N,N,N,,HUMA,N
HUMAW,"Humacyte, Inc. - Warrant",Q,Q,N,N,N,,HUMAW,N
HUN,Huntsman Corporation Common Stock,N, ,N,N,,HUN,HUN,N
HURA,"TuHURA Biosciences, Inc. - Common Stock",Q,S,N,N,N,,HURA,N
HURC,"Hurco Companies, Inc. - Common Stock",Q,Q,N,N,N,,HURC,N
HURN,Huron Consulting Group Inc. - Common Stock,Q,Q,N,N,N,,HURN,N
HUT,Hut 8 Corp. - Common Stock,Q,Q,N,N,N,,HUT,N
HUYA,"HUYA Inc. American depositary shares, each  representing one Class A ordinary share",N, ,N,N,,HUYA,HUYA,N
HVII,Hennessy Capital Investment Corp. VII - Ordinary Shares,Q,G,N,N,N,,HVII,N
HVIIR,Hennessy Capital Investment Corp. VII - Rights,Q,G,N,N,N,,HVIIR,N
HVIIU,Hennessy Capital Investment Corp. VII - Unit,Q,G,N,N,N,,HVIIU,N
HVMC,Highview Merger Corp. - Class A Ordinary Share,Q,G,N,N,N,,HVMC,N
HVMCU,Highview Merger Corp. - Units,Q,G,N,N,N,,HVMCU,N
HVMCW,Highview Merger Corp. - Warrants,Q,G,N,N,N,,HVMCW,N
HVT,"Haverty Furniture Companies, Inc. Common Stock",N, ,N,N,,HVT,HVT,N
HVT-A,"Haverty Furniture Companies, Inc. Common Stock",N, ,N,N,,HVT.A,HVT.A,N
HWBK,"Hawthorn Bancshares, Inc. - Common Stock",Q,Q,N,N,N,,HWBK,N
HWC,Hancock Whitney Corporation - Common Stock,Q,Q,N,N,N,,HWC,N
HWCPZ,Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060,Q,Q,N,N,N,,HWCPZ,N
HWH,HWH International Inc. - Common Stock,Q,S,N,N,D,,HWH,N
HWKN,"Hawkins, Inc. - Common Stock",Q,Q,N,N,N,,HWKN,N
HWM,Howmet Aerospace Inc. Common Stock,N, ,N,N,,HWM,HWM,N
HXHX,Haoxin Holdings Limited - Class A Ordinary Shares,Q,S,N,N,D,,HXHX,N
HXL,Hexcel Corporation Common Stock,N, ,N,N,,HXL,HXL,N
HY,"Hyster-Yale, Inc. Class A common stock",N, ,N,N,,HY,HY,N
HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",Q,S,N,N,D,,HYFM,N
HYFT,MindWalk Holdings Corp. - Common Stock,Q,S,N,N,N,,HYFT,N
HYI,Western Asset High Yield Opportunity Fund Inc. Common Stock,N, ,N,N,,HYI,HYI,N
HYLN,Hyliion Holdings Corp. Class A Common Stock,A, ,N,N,,HYLN,HYLN,N
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,Q,S,N,N,N,,HYMC,N
HYNE,"Hoyne Bancorp, Inc. - Common Stock",Q,S,N,N,N,,HYNE,N
HYPD,"Hyperion DeFi, Inc. - Common Stock",Q,S,N,N,N,,HYPD,N
HYPR,"Hyperfine, Inc.  - Class A Common Stock",Q,G,N,N,N,,HYPR,N
HYT,"Blackrock Corporate High Yield Fund, Inc. Common Stock",N, ,N,N,,HYT,HYT,N
HZO,"MarineMax, Inc.  (FL) Common Stock",N, ,N,N,,HZO,HZO,N
IACO,Idea Acquisition Corp. - Class A Ordinary Shares,Q,G,N,N,N,,IACO,N
IACOU,Idea Acquisition Corp. - Units,Q,G,N,N,N,,IACOU,N
IACOW,Idea Acquisition Corp. - Warrants,Q,G,N,N,N,,IACOW,N
IACQU,Irenic Acquisition Corp. - Unit,Q,G,N,N,N,,IACQU,N
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,N, ,N,N,,IAE,IAE,N
IAF,"abrdn Australia Equity Fund, Inc. Common Stock",A, ,N,N,,IAF,IAF,N
IAG,Iamgold Corporation Ordinary Shares,N, ,N,N,,IAG,IAG,N
IART,Integra LifeSciences Holdings Corporation - Common Stock,Q,Q,N,N,N,,IART,N
IAUX,i-80 Gold Corp. Common Shares,A, ,N,N,,IAUX,IAUX,N
IAUX-W,"i-80 Gold Corp. Warrants, each warrant exercisable for one Common Share at an exercise price of $0.70",A, ,N,N,,IAUX.WS,IAUX+,N
IBAC,IB Acquisition Corp. - Common Stock,Q,S,N,N,N,,IBAC,N
IBACR,IB Acquisition Corp. - Right,Q,S,N,N,N,,IBACR,N
IBCP,Independent Bank Corporation - Common Stock,Q,Q,N,N,N,,IBCP,N
IBEX,IBEX Limited - Common Share,Q,G,N,N,N,,IBEX,N
IBG,Innovation Beverage Group Limited - Ordinary Shares,Q,S,N,N,E,,IBG,N
IBIO,"iBio, Inc. - Common Stock",Q,S,N,N,N,,IBIO,N
IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",Q,Q,N,N,N,,IBKR,N
IBM,International Business Machines Corporation Common Stock,N, ,N,N,,IBM,IBM,N
IBN,ICICI Bank Limited Common Stock,N, ,N,N,,IBN,IBN,N
IBO,"Impact BioMedical, Inc. Common Stock",A, ,N,N,,IBO,IBO,N
IBOC,International Bancshares Corporation - Common Stock,Q,Q,N,N,N,,IBOC,N
IBP,"Installed Building Products, Inc. Common Stock",N, ,N,N,,IBP,IBP,N
IBRX,"ImmunityBio, Inc. - Common Stock",Q,Q,N,N,N,,IBRX,N
IBTA,"Ibotta, Inc. Class A Common Stock",N, ,N,N,,IBTA,IBTA,N
ICCC,ImmuCell Corporation - Common Stock,Q,S,N,N,N,,ICCC,N
ICCM,IceCure Medical Ltd. - Ordinary Shares,Q,S,N,N,D,,ICCM,N
ICE,Intercontinental Exchange Inc. Common Stock,N, ,N,N,,ICE,ICE,N
ICFI,"ICF International, Inc. - Common Stock",Q,Q,N,N,N,,ICFI,N
ICG,Intchains Group Limited - American Depositary Shares,Q,S,N,N,N,,ICG,N
ICHR,Ichor Holdings - Ordinary Shares,Q,Q,N,N,N,,ICHR,N
ICL,ICL Group Ltd. Ordinary Shares,N, ,N,N,,ICL,ICL,N
ICLR,ICON plc - Ordinary Shares,Q,Q,N,N,N,,ICLR,N
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",Q,Q,N,N,N,,ICMB,N
ICON,Icon Energy Corp. - Common stock,Q,S,N,N,N,,ICON,N
ICU,SeaStar Medical Holding Corporation - Common Stock,Q,S,N,N,N,,ICU,N
ICUCW,SeaStar Medical Holding Corporation - Warrant,Q,S,N,N,N,,ICUCW,N
ICUI,"ICU Medical, Inc. - Common Stock",Q,Q,N,N,N,,ICUI,N
IDA,"IDACORP, Inc. Common Stock",N, ,N,N,,IDA,IDA,N
IDACU,Iron Dome Acquisition I Corp. - Units,Q,G,N,N,N,,IDACU,N
IDAI,T Stamp Inc. - Class A Common Stock,Q,S,N,N,N,,IDAI,N
IDCC,"InterDigital, Inc. - Common Stock",Q,Q,N,N,N,,IDCC,N
IDE,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",N, ,N,N,,IDE,IDE,N
IDN,"Intellicheck, Inc. - Common Stock",Q,G,N,N,N,,IDN,N
IDR,"Idaho Strategic Resources, Inc. Common Stock",A, ,N,N,,IDR,IDR,N
IDT,IDT Corporation Class B Common Stock,N, ,N,N,,IDT,IDT,N
IDXX,"IDEXX Laboratories, Inc. - Common Stock",Q,Q,N,N,N,,IDXX,N
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",Q,Q,N,N,N,,IDYA,N
IE,Ivanhoe Electric Inc. Common Stock,A, ,N,N,,IE,IE,N
IEAG,Infinite Eagle Acquisition Corp. - Class A Ordinary Shares,Q,G,N,N,N,,IEAG,N
IEAGR,Infinite Eagle Acquisition Corp. - Rights,Q,G,N,N,N,,IEAGR,N
IEAGU,Infinite Eagle Acquisition Corp. - Unit,Q,G,N,N,N,,IEAGU,N
IEP,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,Q,Q,N,N,N,,IEP,N
IESC,"IES Holdings, Inc. - Common Stock",Q,G,N,N,N,,IESC,N
IEX,IDEX Corporation Common Stock,N, ,N,N,,IEX,IEX,N
IFBD,"Infobird Co., Ltd - Ordinary Shares",Q,S,N,N,N,,IFBD,N
IFF,"International Flavors & Fragrances, Inc. Common Stock",N, ,N,N,,IFF,IFF,N
IFN,"Aberdeen India Fund, Inc. Common Stock",N, ,N,N,,IFN,IFN,N
IFRX,InflaRx N.V. - Common Stock,Q,Q,N,N,N,,IFRX,N
IFS,Intercorp Financial Services Inc. Common Shares,N, ,N,N,,IFS,IFS,N
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,N, ,N,N,,IGA,IGA,N
IGAC,Invest Green Acquisition Corporation - Class A Ordinary Shares,Q,G,N,N,N,,IGAC,N
IGACR,Invest Green Acquisition Corporation - Rights,Q,G,N,N,N,,IGACR,N
IGACU,Invest Green Acquisition Corporation - Units,Q,G,N,N,N,,IGACU,N
IGC,"IGC Pharma, Inc. Common Stock",A, ,N,N,,IGC,IGC,N
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,N, ,N,N,,IGD,IGD,N
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,N, ,N,N,,IGI,IGI,N
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,Q,S,N,N,N,,IGIC,N
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,N, ,N,N,,IGR,IGR,N
IH,"iHuman Inc. American depositary shares, each representing five Class A ordinary shares",N, ,N,N,,IH,IH,N
IHD,Voya Emerging Markets High Income Dividend Equity Fund Common Shares,N, ,N,N,,IHD,IHD,N
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),N, ,N,N,,IHG,IHG,N
IHRT,"iHeartMedia, Inc. - Class A Common Stock",Q,Q,N,N,N,,IHRT,N
IHS,IHS Holding Limited Ordinary Shares,N, ,N,N,,IHS,IHS,N
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,A, ,N,N,,IHT,IHT,N
IIF,"Morgan Stanley India Investment Fund, Inc. Common Stock",N, ,N,N,,IIF,IIF,N
III,"Information Services Group, Inc. - Common Stock",Q,G,N,N,N,,III,N
IIIN,"Insteel Industries, Inc. Common Stock",N, ,N,N,,IIIN,IIIN,N
IIIV,"i3 Verticals, Inc. - Common Stock",Q,Q,N,N,N,,IIIV,N
IIM,Invesco Value Municipal Income Trust Common Stock,N, ,N,N,,IIM,IIM,N
IIPR,"Innovative Industrial Properties, Inc. Common Stock",N, ,N,N,,IIPR,IIPR,N
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,IKT,N
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,Q,S,N,N,N,,ILAG,N
ILLR,Triller Group Inc. - Common Stock,Q,S,N,N,D,,ILLR,N
ILLRW,Triller Group Inc. - Warrant,Q,S,N,N,N,,ILLRW,N
ILLU,Illumination Acquisition Corp I - Class A Ordinary Shares,Q,G,N,N,N,,ILLU,N
ILLUU,Illumination Acquisition Corp I - Units,Q,G,N,N,N,,ILLUU,N
ILLUW,Illumination Acquisition Corp I - Warrant,Q,G,N,N,N,,ILLUW,N
ILMN,"Illumina, Inc. - Common Stock",Q,Q,N,N,N,,ILMN,N
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,Q,Q,N,N,N,,ILPT,N
IMA,"ImageneBio, Inc. - Common Stock",Q,S,N,N,N,,IMA,N
IMAX,Imax Corporation Common Stock,N, ,N,N,,IMAX,IMAX,N
IMCC,IM Cannabis Corp. - Common Shares,Q,S,N,N,D,,IMCC,N
IMCR,Immunocore Holdings plc - American Depositary Shares,Q,Q,N,N,N,,IMCR,N
IMDX,Insight Molecular Diagnostics Inc. - Common Stock,Q,S,N,N,N,,IMDX,N
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",Q,Q,N,N,N,,IMKTA,N
IMMP,Immutep Limited - American Depositary Shares,Q,G,N,N,D,,IMMP,N
IMMR,Immersion Corporation - Common Stock,Q,Q,N,N,N,,IMMR,N
IMMX,"Immix Biopharma, Inc. - Common Stock",Q,S,N,N,N,,IMMX,N
IMNM,"Immunome, Inc. - Common Stock",Q,S,N,N,N,,IMNM,N
IMNN,"Imunon, Inc. - Common Stock",Q,S,N,N,N,,IMNN,N
IMO,Imperial Oil Limited Common Stock,A, ,N,N,,IMO,IMO,N
IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,Q,Q,N,N,N,,IMOS,N
IMPP,Imperial Petroleum Inc. - Common Shares,Q,S,N,N,N,,IMPP,N
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Q,S,N,N,N,,IMPPP,N
IMRN,Immuron Limited - American Depositary Shares,Q,S,N,N,N,,IMRN,N
IMRX,Immuneering Corporation - Class A Common Stock,Q,G,N,N,N,,IMRX,N
IMSR,Terrestrial Energy Inc. - Common Stock,Q,Q,N,N,N,,IMSR,N
IMSRW,Terrestrial Energy Inc. - Warrant,Q,Q,N,N,N,,IMSRW,N
IMTE,Integrated Media Technology Limited - Ordinary Shares,Q,S,N,N,D,,IMTE,N
IMTX,Immatics N.V. - Ordinary Shares,Q,S,N,N,N,,IMTX,N
IMUX,"Immunic, Inc.  - Common Stock",Q,S,N,N,N,,IMUX,N
IMVT,"Immunovant, Inc.  - Common Stock",Q,Q,N,N,N,,IMVT,N
IMXI,"International Money Express, Inc. - Common Stock",Q,S,N,N,N,,IMXI,N
INAB,"IN8bio, Inc. - Common Stock",Q,S,N,N,N,,INAB,N
INAC,Indigo Acquisition Corp. - Ordinary Shares,Q,G,N,N,N,,INAC,N
INACR,Indigo Acquisition Corp. - Right,Q,G,N,N,N,,INACR,N
INACU,Indigo Acquisition Corp. - Unit,Q,G,N,N,N,,INACU,N
INBK,First Internet Bancorp - Common Stock,Q,Q,N,N,N,,INBK,N
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,Q,Q,N,N,N,,INBKZ,N
INBS,Intelligent Bio Solutions Inc.  - Common Stock,Q,S,N,N,N,,INBS,N
INBX,"Inhibrx Biosciences, Inc. - Common Stock",Q,Q,N,N,N,,INBX,N
INCR,Intercure Ltd. - ordinary shares,Q,G,N,N,D,,INCR,N
INCY,Incyte Corporation - Common Stock,Q,Q,N,N,N,,INCY,N
INDB,Independent Bank Corp. - Common Stock,Q,Q,N,N,N,,INDB,N
INDI,"indie Semiconductor, Inc. - Class A Common Stock",Q,S,N,N,N,,INDI,N
INDO,Indonesia Energy Corporation Limited Ordinary Shares,A, ,N,N,,INDO,INDO,N
INDP,"Indaptus Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,INDP,N
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",Q,Q,N,N,N,,INDV,N
INEO,INNEOVA Holdings Limited - Class A Ordinary Shares,Q,S,N,N,D,,INEO,N
INFQ,"Infleqtion, Inc. Common Stock",N, ,N,N,,INFQ,INFQ,N
INFQ-W,"Infleqtion, Inc. Warrants, each whole warrant exercisable for one share of Common Stock at an exercise price of $11.50 per share",N, ,N,N,,INFQ.WS,INFQ+,N
INFU,"InfuSystems Holdings, Inc. Common Stock",A, ,N,N,,INFU,INFU,N
INFY,Infosys Limited American Depositary Shares,N, ,N,N,,INFY,INFY,N
ING,"ING Group, N.V. Common Stock",N, ,N,N,,ING,ING,N
INGM,Ingram Micro Holding Corporation Common Stock,N, ,N,N,,INGM,INGM,N
INGN,"Inogen, Inc - Common Stock",Q,Q,N,N,N,,INGN,N
INGR,Ingredion Incorporated Common Stock,N, ,N,N,,INGR,INGR,N
INHD,Inno Holdings Inc. - Common Stock,Q,S,N,N,N,,INHD,N
INIO,INNIO N.V. - Ordinary Shares,Q,Q,N,N,N,,INIO,N
INKT,"MiNK Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,INKT,N
INLF,INLIF LIMITED - Class A Ordinary shares,Q,S,N,N,N,,INLF,N
INLX,"Intellinetics, Inc. Common Stock",A, ,N,N,,INLX,INLX,N
INM,InMed Pharmaceuticals Inc. - Common Shares,Q,S,N,N,N,,INM,N
INMB,INmune Bio Inc. - Common stock,Q,S,N,N,N,,INMB,N
INMD,InMode Ltd.  - Ordinary Shares,Q,Q,N,N,N,,INMD,N
INN,"Summit Hotel Properties, Inc. Common Stock",N, ,N,N,,INN,INN,N
INNV,InnovAge Holding Corp. - Common Stock,Q,Q,N,N,N,,INNV,N
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",Q,S,N,N,N,,INO,N
INOD,Innodata Inc. - Common Stock,Q,G,N,N,N,,INOD,N
INR,"Infinity Natural Resources, Inc. Class A Common Stock",N, ,N,N,,INR,INR,N
INSE,"Inspired Entertainment, Inc. - Common Stock",Q,S,N,N,N,,INSE,N
INSG,Inseego Corp. - Common Stock,Q,Q,N,N,N,,INSG,N
INSM,Insmed Incorporated - Common Stock,Q,Q,N,N,N,,INSM,N
INSP,"Inspire Medical Systems, Inc. Common Stock",N, ,N,N,,INSP,INSP,N
INSW,"International Seaways, Inc. Common Stock ",N, ,N,N,,INSW,INSW,N
INTA,"Intapp, Inc. - Common Stock",Q,Q,N,N,N,,INTA,N
INTC,Intel Corporation - Common Stock,Q,Q,N,N,N,,INTC,N
INTG,The Intergroup Corporation - Common Stock,Q,S,N,N,N,,INTG,N
INTJ,Intelligent Group Limited - Class A Ordinary Shares,Q,S,N,N,N,,INTJ,N
INTR,Inter & Co. Inc. - Class A Common Shares,Q,Q,N,N,N,,INTR,N
INTS,"Intensity Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,INTS,N
INTT,inTest Corporation Common Stock,A, ,N,N,,INTT,INTT,N
INTU,Intuit Inc. - Common Stock,Q,Q,N,N,N,,INTU,N
INTZ,Intrusion Inc. - Common Stock,Q,S,N,N,D,,INTZ,N
INUV,"Inuvo, Inc.",A, ,N,N,,INUV,INUV,N
INV,"Innventure, Inc. - Common Stock",Q,G,N,N,N,,INV,N
INVA,"Innoviva, Inc. - Common Stock",Q,Q,N,N,N,,INVA,N
INVE,"Identiv, Inc. - Common Stock",Q,S,N,N,N,,INVE,N
INVH,Invitation Homes Inc. Common Stock,N, ,N,N,,INVH,INVH,N
INVX,"Innovex International, Inc. Common Stock",N, ,N,N,,INVX,INVX,N
INVZ,Innoviz Technologies Ltd. - Ordinary shares,Q,S,N,N,D,,INVZ,N
IONQ,"IonQ, Inc. Common Stock",N, ,N,N,,IONQ,IONQ,N
IONQ-W,"IonQ, Inc. Redeemable warrants, each whole warrant exercisable for one share of Common Stock, each at an exercise price of $11.50 per share",N, ,N,N,,IONQ.WS,IONQ+,N
IONR,ioneer Ltd - American Depositary Shares,Q,S,N,N,N,,IONR,N
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",Q,Q,N,N,N,,IONS,N
IOR,"Income Opportunity Realty Investors, Inc. Common Stock",A, ,N,N,,IOR,IOR,N
IOSP,Innospec Inc. - Common Stock,Q,Q,N,N,N,,IOSP,N
IOT,Samsara Inc. Class A Common Stock,N, ,N,N,,IOT,IOT,N
IOTR,iOThree Limited - Ordinary Shares,Q,S,N,N,N,,IOTR,N
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",Q,G,N,N,N,,IOVA,N
IP,International Paper Company Common Stock,N, ,N,N,,IP,IP,N
IPAR,"Interparfums, Inc. - Common Stock",Q,Q,N,N,N,,IPAR,N
IPCX,Inflection Point Acquisition Corp. III - Class A ordinary shares,Q,G,N,N,N,,IPCX,N
IPCXR,Inflection Point Acquisition Corp. III - Rights,Q,G,N,N,N,,IPCXR,N
IPCXU,Inflection Point Acquisition Corp. III - Units,Q,G,N,N,N,,IPCXU,N
IPDN,"Professional Diversity Network, Inc. - Common Stock",Q,S,N,N,N,,IPDN,N
IPEX,Inflection Point Acquisition Corp. - Class A Ordinary Shares,Q,G,N,N,N,,IPEX,N
IPEXR,Inflection Point Acquisition Corp. - Right,Q,G,N,N,N,,IPEXR,N
IPEXU,Inflection Point Acquisition Corp. - Unit,Q,G,N,N,N,,IPEXU,N
IPFX,Inflection Point Acquisition Corp. VI - Class A Ordinary Shares,Q,G,N,N,N,,IPFX,N
IPFXU,Inflection Point Acquisition Corp. VI - Units,Q,G,N,N,N,,IPFXU,N
IPFXW,Inflection Point Acquisition Corp. VI - Warrant,Q,G,N,N,N,,IPFXW,N
IPGP,IPG Photonics Corporation - Common Stock,Q,Q,N,N,N,,IPGP,N
IPHA,Innate Pharma S.A. - American Depositary Shares,Q,Q,N,N,N,,IPHA,N
